customer_id,full_name,email,phone,county_code,county_name,city,postal_code,crime_risk,hail_risk,flood_risk,wind_risk,fire_risk,dob
C-000182,Sorana Ene,mitica37@example.net,0721 547 772,PH,Prahova,Campina,433134,0.574,0.342,0.305,0.376,0.412,1994-07-21
C-000183,Grațiela Dima,lpopescu@example.net,0722 080 100,AB,Alba,Aiud,869212,0.32,0.523,0.292,0.419,0.413,1972-10-01
C-000184,Sinică Ene,dinuadina@example.org,0757 750 997,BZB,Bucuresti,Sector 5,541530,0.766,0.316,0.236,0.345,0.377,1989-07-20
C-000185,Alina Aanei,astancu@example.org,0232 848 408,IS,Iasi,Iasi,602208,0.595,0.349,0.324,0.341,0.416,2000-01-09
C-000186,Ioana Diaconescu,puscasucecilia@example.org,0254 984 546,IF,Ilfov,Chitila,849972,0.453,0.328,0.323,0.328,0.35,1950-01-24
C-000187,Aristide Pop,sflorea@example.org,0268 101 666,SB,Sibiu,Medias,405406,0.35,0.562,0.36,0.398,0.474,1982-04-19
C-000188,Beatrice Toma,dobreanuta@example.com,0771 591 803,HD,Hunedoara,Petrosani,383446,0.367,0.533,0.331,0.375,0.39,1959-01-27
C-000189,Noemi Albu,voineaevanghelina@example.net,0742 025 039,MM,Maramures,Sighetu Marmatiei,378362,0.322,0.569,0.344,0.412,0.421,1954-07-01
C-000190,Cerasela Ioniță,stoicaghenadie@example.net,0785 856 218,BV,Brasov,Fagaras,253707,0.307,0.561,0.375,0.438,0.473,1995-06-01
C-000191,Aurica Diaconescu,manuela15@example.net,0788 996 504,TM,Timis,Timisoara,122300,0.451,0.387,0.306,0.423,0.353,1998-01-03
C-000192,Florian Ene,viorelnemes@example.com,0253 961 943,BZB,Bucuresti,Sector 3,399569,0.624,0.301,0.201,0.388,0.321,1993-03-19
C-000193,Clementina Gheorghiu,nemesdavid@example.net,0785 551 104,SV,Suceava,Falticeni,736803,0.398,0.445,0.355,0.484,0.355,1974-12-13
C-000194,Nidia Diaconescu,cristeaemanoil@example.com,0750 888 610,MM,Maramures,Baia Mare,526449,0.285,0.607,0.316,0.459,0.407,1950-10-14
C-000195,Manole Cristea,ysuciu@example.com,0785 046 618,BC,Bacau,Moinesti,610377,0.502,0.436,0.444,0.424,0.421,2006-04-15
C-000196,Mugur Pușcașu,voineamitica@example.org,0247 444 721,PH,Prahova,Campina,238767,0.551,0.459,0.27,0.381,0.419,1956-01-24
C-000197,Octaviana Nistor,marinabarbu@example.com,0262 379 937,BH,Bihor,Oradea,742124,0.417,0.382,0.297,0.423,0.37,1951-12-19
C-000198,Romina Aanei,stana96@example.com,0749 569 245,MH,Mehedinti,Drobeta-Turnu Severin,585250,0.208,0.167,0.316,0.243,0.201,1985-09-25
C-000199,Eric Manole,nistorlascar@example.com,0733 793 564,BR,Braila,Braila,499724,0.36,0.302,0.528,0.423,0.302,2000-04-01
C-000200,Victoria Diaconu,ldumitrescu@example.net,0253 807 374,AG,Arges,Pitesti,847554,0.455,0.458,0.402,0.371,0.343,2001-04-03
C-000201,Aurel Voinea,odima@example.com,0260 426 617,PH,Prahova,Sinaia,589508,0.466,0.385,0.259,0.38,0.367,1985-05-17
C-000202,Nicu Nistor,spreda@example.com,0746 058 911,DJ,Dolj,Craiova,517180,0.416,0.383,0.355,0.404,0.396,1997-01-05
C-000203,Visarion Tudor,dorintomescu@example.net,0235 965 610,BT,Botosani,Dorohoi,901483,0.389,0.458,0.423,0.344,0.415,1951-05-25
C-000204,Lucia Preda,lstancu@example.net,0743 375 679,BV,Brasov,Fagaras,468442,0.263,0.609,0.332,0.482,0.412,1991-09-02
C-000205,Teodora Ababei,sdiaconescu@example.com,0240 125 457,BZB,Bucuresti,Sector 1,211935,0.592,0.371,0.205,0.363,0.342,1998-01-21
C-000206,Ilie Popa,romulusdiaconescu@example.com,0735 751 401,BZB,Bucuresti,Sector 3,206337,0.689,0.345,0.201,0.354,0.368,1946-03-23
C-000207,Valentin Diaconescu,floreateofil@example.org,0740 258 673,BV,Brasov,Fagaras,527460,0.316,0.521,0.359,0.501,0.462,1998-12-22
C-000208,Simion Dochioiu,tomapanagachie@example.com,0233 937 966,CT,Constanta,Mangalia,217761,0.35,0.231,0.533,0.688,0.321,1944-12-27
C-000209,Leana Gheorghiu,stoicaaurelia@example.net,0253 553 714,BV,Brasov,Sacele,719643,0.325,0.537,0.393,0.478,0.428,1990-04-30
C-000210,Iosif Toma,naetabacu@example.com,0745 155 792,CT,Constanta,Constanta,328259,0.374,0.256,0.566,0.594,0.366,2000-01-23
C-000211,Remus Stănescu,voineacarolina@example.com,0245 341 252,MS,Mures,Targu Mures,547700,0.327,0.44,0.31,0.348,0.369,1979-06-13
C-000212,Beniamin Suciu,stoicamugur@example.com,0253 782 827,MM,Maramures,Baia Mare,657275,0.322,0.576,0.32,0.486,0.374,1964-05-05
C-000213,Iris Manole,dtabacu@example.com,0231 723 688,CT,Constanta,Medgidia,792403,0.447,0.27,0.662,0.56,0.372,1989-02-16
C-000214,Aurel Voinea,tnistor@example.com,0755 219 034,CT,Constanta,Medgidia,522209,0.357,0.233,0.692,0.618,0.337,1946-11-29
C-000215,Ludmila Stan,codrinapop@example.net,0732 788 191,BZ,Buzau,Ramnicul Sarat,450141,0.416,0.386,0.423,0.405,0.369,1962-12-01
C-000216,Lazăr Albu,nstan@example.com,0243 340 745,PH,Prahova,Sinaia,859398,0.542,0.414,0.3,0.362,0.336,2003-05-12
C-000217,Constantin Diaconu,eftimiemarcel@example.net,0725 629 233,GL,Galati,Galati,162233,0.384,0.401,0.492,0.363,0.427,1999-07-01
C-000218,Mitică Mazilescu,mgheorghiu@example.net,0251 544 948,CL,Calarasi,Oltenita,936903,0.354,0.367,0.515,0.431,0.331,2005-12-10
C-000219,Estera Nistor,gheorghiusofia@example.org,0738 232 536,CJ,Cluj,Cluj-Napoca,361516,0.45,0.483,0.25,0.427,0.404,1977-12-29
C-000220,Nichifor Toma,salomeanistor@example.com,0750 116 845,SB,Sibiu,Medias,830063,0.34,0.542,0.338,0.382,0.447,1975-08-18
C-000221,Sofia Stănescu,cristeavioleta@example.com,0723 518 636,IF,Ilfov,Voluntari,585812,0.422,0.37,0.397,0.367,0.392,2000-10-25
C-000222,Gabi Gheorghiu,inocentiumarin@example.net,0743 297 500,CT,Constanta,Constanta,130483,0.361,0.287,0.543,0.659,0.365,1951-06-18
C-000223,Alina Diaconu,oprearadu@example.org,0772 324 241,BZ,Buzau,Ramnicul Sarat,798684,0.38,0.348,0.325,0.422,0.354,1989-03-25
C-000224,Melania Cristea,dorianardelean@example.com,0726 436 110,BC,Bacau,Moinesti,530197,0.464,0.458,0.421,0.425,0.458,1959-03-18
C-000225,Cezara Dima,hene@example.net,0749 005 162,IS,Iasi,Pascani,229789,0.496,0.325,0.284,0.401,0.416,1977-03-12
C-000226,Magdalena Nemeș,diaconescuaurelia@example.com,0766 426 221,IF,Ilfov,Voluntari,831481,0.417,0.314,0.395,0.404,0.394,1980-10-14
C-000227,Rareș Tomescu,opreamarcel@example.net,0257 269 731,DB,Dambovita,Gaesti,328621,0.424,0.435,0.385,0.335,0.403,2005-09-12
C-000228,Evanghelina Diaconu,wnemes@example.com,0786 234 138,BV,Brasov,Fagaras,251257,0.328,0.632,0.318,0.496,0.448,1985-08-01
C-000229,Anca Tudor,darianapuscasu@example.net,0758 364 037,DB,Dambovita,Targoviste,218825,0.379,0.448,0.382,0.422,0.352,1970-12-12
C-000230,Marilena Popescu,hbarbu@example.org,0765 526 965,CJ,Cluj,Cluj-Napoca,346490,0.498,0.366,0.3,0.33,0.353,1981-11-12
C-000231,Eduard Barbu,stanescuaneta@example.org,0263 300 684,BZ,Buzau,Ramnicul Sarat,255963,0.432,0.454,0.335,0.427,0.386,1987-06-18
C-000232,Bucur Nistor,tomanicoleta@example.net,0725 241 418,PH,Prahova,Campina,127368,0.43,0.373,0.263,0.318,0.391,2007-05-10
C-000233,Francesca Stan,nechiforstanescu@example.net,0780 146 303,IS,Iasi,Pascani,222060,0.627,0.404,0.325,0.373,0.322,1950-07-21
C-000234,Dora Pop,dsuciu@example.com,0728 210 202,MS,Mures,Reghin,492796,0.305,0.565,0.339,0.406,0.414,1978-06-20
C-000235,Ioan Pușcașu,cleopatramocanu@example.org,0732 410 564,SJ,Salaj,Zalau,362704,0.409,0.464,0.359,0.389,0.414,1980-05-02
C-000236,Monica Stoica,popesculuminita@example.net,0765 079 252,DB,Dambovita,Targoviste,572200,0.446,0.375,0.377,0.357,0.411,1962-01-17
C-000237,Nae Voinea,enevladelina@example.net,021 003 0756,BN,Bistrita-Nasaud,Nasaud,134850,0.142,0.3,0.167,0.229,0.224,2007-04-23
C-000238,Ioana Albu,atomescu@example.org,0760 365 419,CT,Constanta,Mangalia,724639,0.418,0.223,0.614,0.671,0.301,1970-01-21
C-000239,Gheorghiță Voinea,dochioiudina@example.net,0235 617 445,CT,Constanta,Constanta,879647,0.451,0.254,0.569,0.633,0.355,1950-07-26
C-000240,Agripina Mocanu,ionescuvoicu@example.com,0733 937 597,SV,Suceava,Radauti,934236,0.32,0.442,0.388,0.453,0.363,1997-04-06
C-000241,Lică Florea,aaneinicusor@example.org,0259 850 506,IS,Iasi,Pascani,190730,0.576,0.334,0.326,0.325,0.352,2002-06-18
C-000242,Delia Eftimie,aflorea@example.com,0237 241 038,PH,Prahova,Ploiesti,462351,0.448,0.403,0.263,0.39,0.423,1972-10-17
C-000243,Denis Cristea,gdiaconescu@example.org,0723 619 906,CT,Constanta,Mangalia,390104,0.341,0.257,0.581,0.544,0.302,1989-10-07
C-000244,Margareta Ionescu,gabrielanistor@example.net,0733 557 431,SM,Satu Mare,Carei,603317,0.34,0.344,0.373,0.434,0.396,1958-06-25
C-000245,Nicușor Diaconescu,diaconescudorian@example.com,0752 561 853,SV,Suceava,Suceava,813717,0.38,0.47,0.346,0.494,0.409,1975-06-10
C-000246,Dorin Georgescu,cristeacipriana@example.net,0268 903 521,BZB,Bucuresti,Sector 2,607866,0.663,0.345,0.248,0.357,0.371,1993-01-29
C-000247,Valeria Nistor,rardelean@example.com,0263 206 788,VL,Valcea,Dragasani,649021,0.342,0.465,0.399,0.377,0.363,1961-09-09
C-000248,Dorian Diaconescu,diaconuagnos@example.org,0258 236 519,IS,Iasi,Iasi,828942,0.58,0.35,0.37,0.398,0.43,1984-07-28
C-000249,Cecilia Ababei,dumitrescusilvia@example.com,0246 151 070,IS,Iasi,Pascani,881414,0.486,0.362,0.326,0.367,0.331,1956-02-13
C-000250,Amza Popescu,nemestamara@example.com,0252 532 447,SJ,Salaj,Zalau,407273,0.408,0.413,0.334,0.359,0.353,2004-10-20
C-000251,Angela Tabacu,ptabacu@example.net,0267 768 701,BN,Bistrita-Nasaud,Nasaud,352335,0.166,0.333,0.178,0.214,0.226,1963-09-22
C-000252,Eugenia Nistor,tomescutitus@example.org,0726 806 578,BZB,Bucuresti,Sector 2,608959,0.611,0.371,0.246,0.388,0.348,1997-11-11
C-000253,Teea Stoica,ymanole@example.com,0253 059 304,TM,Timis,Sannicolau Mare,663765,0.487,0.429,0.24,0.432,0.381,1948-09-03
C-000254,Iulian Mazilescu,kene@example.org,0261 348 039,TM,Timis,Lugoj,610507,0.498,0.437,0.241,0.345,0.402,2002-04-16
C-000255,Valentina Dochioiu,florealadislau@example.net,0738 590 599,BZB,Bucuresti,Sector 6,421196,0.575,0.29,0.208,0.318,0.321,1954-05-10
C-000256,Francisc Stan,constantinapopescu@example.org,0241 039 308,CT,Constanta,Mangalia,462484,0.456,0.259,0.583,0.591,0.385,1977-03-19
C-000257,Speranța Tabacu,dimalucentiu@example.net,0252 500 292,MS,Mures,Reghin,336692,0.341,0.513,0.261,0.439,0.366,1997-05-19
C-000258,Ionică Mocanu,mocanutudora@example.net,0768 915 452,DB,Dambovita,Gaesti,919665,0.387,0.37,0.415,0.352,0.342,1955-05-28
C-000259,Teohari Popescu,ducustancu@example.net,0725 539 264,CS,Caras-Severin,Resita,405692,0.168,0.335,0.184,0.207,0.22,1994-08-20
C-000260,Elisabeta Dochioiu,stoicajanina@example.net,0234 295 939,TM,Timis,Timisoara,155523,0.585,0.379,0.281,0.373,0.303,1951-10-09
C-000261,Evelina Marin,floreaiasmina@example.com,0251 157 043,NT,Neamt,Roman,313942,0.362,0.431,0.386,0.395,0.43,1961-09-01
C-000262,Tinca Georgescu,aaneianaida@example.com,0749 626 765,MM,Maramures,Sighetu Marmatiei,833828,0.343,0.478,0.314,0.403,0.447,1981-11-04
C-000263,Daniela Popa,wtomescu@example.net,0258 271 040,SB,Sibiu,Sibiu,708691,0.354,0.622,0.323,0.443,0.427,1966-05-17
C-000264,Demetra Barbu,dorunemes@example.org,0734 181 599,BZB,Bucuresti,Sector 6,298106,0.757,0.332,0.23,0.315,0.4,2005-06-21
C-000265,Andrada Niță,suciupanait@example.org,0236 153 368,BH,Bihor,Oradea,872113,0.426,0.37,0.362,0.377,0.319,1993-10-27
C-000266,Vlaicu Ionescu,dorlidiaconescu@example.org,0768 987 205,BZB,Bucuresti,Sector 1,822895,0.607,0.373,0.213,0.307,0.324,1944-12-11
C-000267,Constantina Ionescu,mpopa@example.org,0233 324 171,PH,Prahova,Ploiesti,828157,0.548,0.435,0.299,0.371,0.328,1965-09-02
C-000268,Eduard Popescu,aristitatomescu@example.net,0785 256 527,BZB,Bucuresti,Sector 5,108398,0.6,0.31,0.238,0.321,0.332,1947-09-21
C-000269,Cornel Pop,dochiagheorghiu@example.net,0237 211 586,AB,Alba,Alba Iulia,507630,0.296,0.519,0.294,0.364,0.381,1996-02-29
C-000270,Ludovic Ardelean,ioan68@example.net,0753 937 416,GJ,Gorj,Motru,669593,0.372,0.416,0.35,0.37,0.413,2006-02-13
C-000271,Gheorghiță Stoica,rstoica@example.net,0248 172 233,BZB,Bucuresti,Sector 5,356961,0.7,0.323,0.233,0.341,0.347,1953-04-10
C-000272,Bucur Cristea,laura29@example.com,0786 116 868,PH,Prahova,Ploiesti,564023,0.516,0.455,0.301,0.374,0.398,1966-11-17
C-000273,Ilarion Pop,tabacurada@example.net,0770 162 299,TM,Timis,Timisoara,898729,0.515,0.425,0.24,0.396,0.3,1984-05-03
C-000274,Denisa Stoica,ionescunicoleta@example.com,0784 467 997,DJ,Dolj,Bailesti,286143,0.387,0.309,0.332,0.431,0.341,1947-03-28
C-000275,Octaviana Nistor,tabacunicolae@example.org,0768 530 745,BZB,Bucuresti,Sector 1,560928,0.582,0.372,0.249,0.395,0.324,1946-01-23
C-000276,Romanița Ioniță,matildavoinea@example.org,0259 247 546,BT,Botosani,Botosani,194307,0.363,0.402,0.41,0.425,0.404,1985-11-08
C-000277,Isabela Oprea,nistorsebastian@example.net,0766 082 148,VS,Vaslui,Barlad,448404,0.411,0.363,0.353,0.377,0.38,1972-02-20
C-000278,Ion Stoica,dochioiudaciana@example.org,0237 307 053,BV,Brasov,Fagaras,645701,0.337,0.606,0.359,0.476,0.387,1963-05-01
C-000279,Dorinel Preda,serban10@example.org,0766 797 279,BR,Braila,Braila,547381,0.446,0.32,0.417,0.445,0.329,1982-03-16
C-000280,Teea Dobre,zamfiracristea@example.com,0233 602 933,BZB,Bucuresti,Sector 5,195402,0.654,0.307,0.2,0.37,0.326,1988-09-27
C-000281,Lelia Gheorghiu,horea00@example.com,0246 290 349,BV,Brasov,Sacele,569697,0.273,0.524,0.319,0.412,0.401,1999-06-22
C-000282,Titus Gheorghiu,zenobia57@example.com,0257 748 969,BC,Bacau,Onesti,298117,0.446,0.459,0.46,0.458,0.391,1951-08-25
C-000283,Haralambie Tudor,vlaicutomescu@example.net,0727 441 715,BR,Braila,Braila,610102,0.426,0.335,0.525,0.369,0.354,1963-07-03
C-000284,Ofelia Georgescu,crinadinu@example.net,0780 309 652,AG,Arges,Pitesti,391812,0.408,0.406,0.347,0.37,0.329,1993-10-08
C-000285,Vincențiu Popescu,elizanistor@example.com,0785 099 353,PH,Prahova,Sinaia,290031,0.497,0.449,0.301,0.335,0.391,1991-05-23
C-000286,Vasilica Preda,codrutatudor@example.net,0253 417 248,SV,Suceava,Falticeni,407672,0.327,0.564,0.365,0.402,0.384,1996-08-08
C-000287,Steliana Tomescu,eneilona@example.org,0732 465 549,BZB,Bucuresti,Sector 2,504145,0.654,0.354,0.257,0.371,0.314,1964-09-11
C-000288,Dorina Popa,tomapompilia@example.net,0724 173 816,OT,Olt,Caracal,491855,0.415,0.316,0.322,0.364,0.366,1980-09-28
C-000289,Barbu Ardelean,dimaernest@example.com,0784 972 521,BZB,Bucuresti,Sector 4,771102,0.683,0.336,0.196,0.316,0.308,1977-11-12
C-000290,Sorin Dochioiu,aurelaanei@example.com,0265 329 271,BZB,Bucuresti,Sector 5,707800,0.633,0.34,0.229,0.33,0.393,1953-06-29
C-000291,Stancu Niță,cazimir76@example.org,0234 835 058,IS,Iasi,Iasi,569274,0.594,0.349,0.334,0.416,0.355,1957-08-27
C-000292,Adina Toma,enelucretiu@example.com,0246 168 942,IL,Ialomita,Slobozia,227337,0.463,0.393,0.401,0.389,0.342,1949-02-16
C-000293,Renata Ionescu,mpuscasu@example.net,0762 625 753,IF,Ilfov,Otopeni,188928,0.409,0.338,0.347,0.347,0.301,1955-11-28
C-000294,Amalia Ene,dimafilip@example.net,0232 982 150,AB,Alba,Sebes,674405,0.365,0.479,0.32,0.388,0.428,1970-03-21
C-000295,Ivan Tabacu,suciuanaida@example.net,0243 001 676,HD,Hunedoara,Deva,215725,0.37,0.584,0.373,0.399,0.462,1953-02-04
C-000296,Emanuel Dinu,voineaadonis@example.com,0770 184 992,IS,Iasi,Pascani,952972,0.619,0.41,0.286,0.334,0.327,1973-03-09
C-000297,Haralambie Tabacu,ionescubetina@example.org,0756 393 483,VN,Vrancea,Focsani,183818,0.384,0.33,0.342,0.409,0.375,1969-01-16
C-000298,Raluca Dobre,stancumarioara@example.org,0739 753 001,DB,Dambovita,Gaesti,404227,0.394,0.354,0.383,0.34,0.395,2006-05-26
C-000299,Nae Tudor,fdinu@example.net,0239 143 744,VS,Vaslui,Vaslui,721100,0.438,0.339,0.381,0.348,0.429,1976-04-12
C-000300,Dana Dochioiu,ionescuioanina@example.net,0786 611 002,PH,Prahova,Ploiesti,478913,0.542,0.439,0.298,0.351,0.4,1989-10-29
C-000301,Sonia Mazilescu,rtabacu@example.net,0241 552 166,IF,Ilfov,Voluntari,934355,0.524,0.305,0.301,0.371,0.398,1975-10-03
C-000302,Adrian Popa,valeriu21@example.org,0738 021 697,TM,Timis,Timisoara,731373,0.571,0.431,0.316,0.397,0.382,1999-04-13
C-000303,Iolanda Tabacu,vasilica90@example.net,0734 277 167,DB,Dambovita,Gaesti,997681,0.414,0.356,0.42,0.336,0.421,1947-10-25
C-000304,Mona Tomescu,agnosvoinea@example.net,0788 993 588,HR,Harghita,Miercurea Ciuc,268542,0.308,0.606,0.37,0.471,0.479,1991-07-10
C-000305,Cezar Tudor,popaludovic@example.net,0729 628 900,IS,Iasi,Pascani,499377,0.599,0.348,0.356,0.319,0.388,1988-06-20
C-000306,Gicu Popa,edobre@example.com,0760 354 083,BZ,Buzau,Ramnicul Sarat,947418,0.406,0.347,0.402,0.413,0.422,1982-02-23
C-000307,Antonie Florea,poplucia@example.net,0750 177 517,IS,Iasi,Iasi,583514,0.601,0.333,0.288,0.383,0.345,1995-05-27
C-000308,Dariana Nistor,anghelina88@example.org,0241 994 883,PH,Prahova,Sinaia,729655,0.433,0.447,0.317,0.397,0.354,1989-03-26
C-000309,Tamara Mocanu,eneluiza@example.com,0741 997 571,IL,Ialomita,Slobozia,465530,0.436,0.313,0.367,0.351,0.31,1951-04-26
C-000310,Adelaida Marin,ionicastancu@example.net,0766 102 726,IS,Iasi,Pascani,551970,0.52,0.344,0.322,0.413,0.422,1951-12-19
C-000311,Raul Dumitrescu,diaconunelu@example.org,0751 351 609,DB,Dambovita,Targoviste,712369,0.393,0.362,0.404,0.336,0.406,1953-01-26
C-000312,Decebal Tudor,ipreda@example.com,021 808 6978,VS,Vaslui,Husi,664780,0.382,0.361,0.325,0.402,0.336,1997-11-02
C-000313,Nicoară Dochioiu,diaconescunae@example.net,0711 958 669,MS,Mures,Targu Mures,228283,0.321,0.514,0.289,0.362,0.357,2007-01-06
C-000314,Oana Nistor,ionutoprea@example.org,0247 698 485,TM,Timis,Timisoara,238006,0.483,0.376,0.259,0.345,0.331,1993-02-16
C-000315,Larisa Eftimie,rionescu@example.com,0729 228 851,TL,Tulcea,Babadag,712252,0.457,0.262,0.655,0.605,0.333,1996-06-16
C-000316,Maxim Popa,qstoica@example.net,0770 846 081,BR,Braila,Braila,234079,0.358,0.315,0.498,0.459,0.322,1946-05-29
C-000317,Filofteia Ardelean,dumitrescuemilia@example.org,0266 420 438,CJ,Cluj,Turda,845646,0.571,0.42,0.286,0.408,0.346,1946-11-19
C-000318,Damian Diaconescu,vvoinea@example.net,0258 863 840,VL,Valcea,Ramnicu Valcea,996513,0.34,0.396,0.359,0.348,0.374,1970-08-27
C-000319,Bănel Voinea,vincentiuardelean@example.org,0732 439 735,GL,Galati,Tecuci,470489,0.385,0.404,0.473,0.436,0.377,1996-01-27
C-000320,Jana Ionescu,rdochioiu@example.org,0253 281 606,CJ,Cluj,Dej,176297,0.487,0.46,0.304,0.401,0.382,1963-09-06
C-000321,Elodia Dobre,ageorgescu@example.com,0752 202 590,IL,Ialomita,Fetesti,552842,0.373,0.367,0.416,0.335,0.336,1997-05-02
C-000322,Florian Stoica,emazilescu@example.net,0786 832 818,CJ,Cluj,Cluj-Napoca,753136,0.468,0.37,0.29,0.319,0.395,1955-07-14
C-000323,Leonard Stan,cosmina53@example.org,0720 555 439,CJ,Cluj,Cluj-Napoca,346814,0.547,0.382,0.288,0.404,0.323,1980-10-14
C-000324,Matei Tomescu,diaconustela@example.com,0750 399 305,BZ,Buzau,Buzau,839235,0.349,0.399,0.327,0.395,0.408,1970-08-22
C-000325,Agnos Georgescu,bionescu@example.net,0788 588 770,VN,Vrancea,Adjud,311906,0.425,0.401,0.342,0.343,0.486,1964-11-09
C-000326,Sidonia Preda,diaconescucleopatra@example.net,0747 013 361,PH,Prahova,Campina,729929,0.473,0.443,0.275,0.309,0.428,1958-09-04
C-000327,Tudor Barbu,ababeirares@example.net,0761 011 024,IF,Ilfov,Otopeni,501936,0.477,0.32,0.396,0.391,0.392,1982-08-31
C-000328,Narcis Ene,lavinianemes@example.com,0726 665 061,CJ,Cluj,Dej,683660,0.433,0.405,0.291,0.339,0.344,1981-01-30
C-000329,Tiberiu Tabacu,stanescuanabela@example.net,0239 581 449,CL,Calarasi,Oltenita,379001,0.396,0.386,0.518,0.355,0.311,1950-07-29
C-000330,Codruț Nemeș,vlaicu07@example.org,0747 326 842,BZB,Bucuresti,Sector 3,509291,0.591,0.333,0.219,0.383,0.333,1964-12-20
C-000331,Albertina Stancu,hdinu@example.org,021 996 8814,BV,Brasov,Brasov,200228,0.267,0.524,0.389,0.538,0.389,1958-12-24
C-000332,Liana Nistor,kdinu@example.org,0258 943 129,CJ,Cluj,Turda,754313,0.553,0.412,0.289,0.364,0.373,2002-09-06
C-000333,Luca Pop,sbarbu@example.net,0238 413 975,CT,Constanta,Medgidia,177802,0.391,0.225,0.596,0.653,0.323,1968-12-27
C-000334,Vincențiu Florea,ionescuruxandra@example.org,0254 577 594,BV,Brasov,Fagaras,502116,0.304,0.558,0.362,0.414,0.428,1991-11-16
C-000335,Mihail Stoica,jenelnita@example.org,021 533 6452,CJ,Cluj,Dej,918370,0.537,0.448,0.238,0.334,0.391,1990-12-07
C-000336,Ernest Pop,xmazilescu@example.com,0755 812 914,NT,Neamt,Piatra Neamt,881995,0.331,0.455,0.378,0.432,0.423,2003-02-14
C-000337,Ladislau Dumitrescu,viorelatoma@example.org,0734 108 099,IS,Iasi,Iasi,929766,0.551,0.368,0.303,0.393,0.383,1972-04-03
C-000338,Anica Stancu,norastan@example.com,0721 256 394,BC,Bacau,Onesti,487548,0.394,0.373,0.419,0.377,0.46,1953-10-18
C-000339,Gheorghe Preda,nistorionela@example.net,0231 392 827,SM,Satu Mare,Satu Mare,541973,0.342,0.373,0.369,0.378,0.317,1955-07-10
C-000340,Mihail Stoica,popamarius@example.org,0258 731 453,HD,Hunedoara,Hunedoara,833296,0.347,0.535,0.334,0.417,0.435,1947-08-08
C-000341,Ieremia Mocanu,edgar70@example.org,0721 518 449,IS,Iasi,Pascani,586514,0.559,0.399,0.303,0.394,0.398,1981-09-23
C-000342,Zenobia Tomescu,violeta91@example.net,0262 638 655,CT,Constanta,Constanta,714060,0.429,0.237,0.686,0.523,0.299,1977-10-26
C-000343,Petru Aanei,cdima@example.org,0259 184 322,CT,Constanta,Mangalia,224109,0.419,0.223,0.677,0.546,0.374,1955-05-25
C-000344,Petrică Diaconu,nistorleordean@example.net,0244 777 392,CJ,Cluj,Dej,554857,0.558,0.396,0.298,0.393,0.332,1988-09-24
C-000345,Ana Florea,dimapaula@example.net,0250 280 920,MH,Mehedinti,Drobeta-Turnu Severin,899971,0.201,0.178,0.275,0.237,0.169,1956-01-03
C-000346,Ioanina Pușcașu,pavel90@example.net,0734 413 797,SM,Satu Mare,Satu Mare,570902,0.387,0.46,0.298,0.374,0.344,2003-09-15
C-000347,Henrieta Ene,petre29@example.org,0724 842 579,CT,Constanta,Constanta,561299,0.362,0.278,0.664,0.613,0.39,1984-11-16
C-000348,Maia Nemeș,emanuela10@example.org,0759 862 912,TM,Timis,Timisoara,692237,0.564,0.42,0.31,0.389,0.338,1977-01-25
C-000349,Iurie Preda,cristeamarilena@example.net,0246 980 686,CT,Constanta,Constanta,681395,0.431,0.26,0.679,0.555,0.364,1969-11-21
C-000350,Iulian Niță,popamitrut@example.com,0745 916 247,BZB,Bucuresti,Sector 1,691553,0.681,0.354,0.231,0.38,0.366,1996-10-20
C-000351,Cleopatra Ionescu,astan@example.com,0254 009 818,CJ,Cluj,Dej,613819,0.479,0.452,0.247,0.337,0.373,1945-03-05
C-000352,Victor Eftimie,nicusormocanu@example.org,0249 694 486,BC,Bacau,Bacau,561560,0.425,0.445,0.41,0.389,0.396,1983-02-10
C-000353,Răducu Gheorghiu,lavinia68@example.net,0754 258 874,CV,Covasna,Sfantu Gheorghe,408387,0.312,0.544,0.394,0.396,0.383,1965-07-21
